2021-02-16,82,287,37,55,93,263
2021-02-17,107,328,96,70,147,301
2021-02-18,71,305,49,61,109,270
2021-02-19,91,382,47,96,90,290
2021-02-22,45,381,43,83,97,268
2021-02-23,68,308,31,56,82,250
2021-02-24,114,429,54,107,168,309
2021-02-25,98,308,38,73,130,258
2021-02-26,64,376,45,49,83,280
2021-03-01,82,319,47,76,112,281
2021-03-02,82,327,49,106,127,272
2021-03-03,119,417,38,84,92,337
2021-03-04,87,340,33,63,105,282
2021-03-05,75,412,56,94,112,299
2021-03-08,93,428,41,86,160,369
2021-03-09,90,391,80,99,125,313
2021-03-10,117,441,74,111,205,362
2021-03-11,110,440,59,102,128,410
2021-03-12,79,363,60,83,102,315
2021-03-15,82,389,58,103,134,328
2021-03-16,84,351,64,92,141,277
2021-03-17,80,429,51,135,134,312
2021-03-18,77,450,63,97,146,325
2021-03-19,53,417,52,84,126,352
2021-03-22,85,468,44,71,112,373
2021-03-23,100,447,48,103,163,315
2021-03-24,101,438,46,119,173,344
2021-03-25,0,0,0,1,0,0
2021-03-26,0,0,0,3,0,0
2021-03-31,2,0,1,0,0,0
2021-04-05,412,4,188,423,729,1830
2021-04-06,74,312,30,59,99,260
2021-04-07,114,2473,56,62,143,360
2021-04-08,83,436,75,99,141,386
2021-04-09,62,351,52,56,107,287
2021-04-12,94,528,62,116,171,467
2021-04-13,61,434,36,81,132,341
2021-04-14,83,432,46,115,124,331
2021-04-15,106,509,60,81,149,391
2021-04-16,91,438,59,101,122,347
2021-04-19,79,616,74,88,139,426
2021-04-20,91,618,67,130,206,483
2021-04-21,102,538,63,112,165,452
2021-04-22,126,542,48,127,188,402
2021-04-23,103,561,99,90,180,440
