2021-01-22,100,166,27,210,74,50
2021-01-25,113,172,45,271,67,32
2021-01-26,98,147,37,179,78,50
2021-01-27,74,248,58,253,75,40
2021-01-28,123,213,22,224,71,27
2021-01-29,74,190,26,207,62,29
2021-02-01,89,173,21,274,79,26
2021-02-02,120,212,31,186,83,73
2021-02-03,113,204,44,218,56,50
2021-02-04,144,201,38,233,68,57
2021-02-05,169,193,63,288,70,40
2021-02-08,213,178,38,366,75,43
2021-02-09,153,174,33,288,69,53
2021-02-10,195,182,57,166,97,47
2021-02-11,206,148,39,306,120,42
2021-02-12,199,163,58,264,64,29
2021-02-15,202,158,42,344,99,16
2021-02-16,217,209,34,251,74,32
2021-02-17,205,366,40,290,107,41
2021-02-18,253,163,30,271,92,56
2021-02-19,248,181,23,349,119,76
2021-02-22,299,117,49,331,104,17
2021-02-23,202,147,56,312,58,20
2021-02-24,274,322,149,269,110,57
2021-02-25,258,195,21,308,87,36
2021-02-26,244,145,45,322,91,50
2021-03-01,239,167,13,376,91,31
2021-03-02,243,245,33,299,105,38
2021-03-03,245,270,97,294,125,56
2021-03-04,234,198,77,257,109,35
2021-03-05,365,186,42,284,111,60
2021-03-08,373,241,43,361,126,33
2021-03-09,270,256,41,332,132,67
2021-03-10,375,329,107,295,146,58
2021-03-11,380,273,37,381,160,18
2021-03-12,408,240,52,158,119,25
2021-03-15,467,242,44,180,130,31
2021-03-16,293,247,37,266,123,43
2021-03-17,352,241,65,287,155,41
2021-03-18,431,184,45,283,163,52
2021-03-19,363,182,57,305,124,53
2021-03-22,428,183,29,336,128,49
2021-03-23,360,263,61,352,100,40
2021-03-24,452,262,93,275,109,30
2021-03-25,0,1,0,0,0,0
2021-03-26,0,3,0,0,0,0
2021-03-31,0,3,0,0,0,0
2021-04-05,1307,1017,56,952,231,23
2021-04-06,333,168,25,212,57,39
2021-04-07,1479,236,126,944,268,155
2021-04-08,549,219,41,265,121,25
2021-04-09,377,160,39,209,98,32
2021-04-12,652,247,35,386,93,25
2021-04-13,454,170,50,330,56,25
2021-04-14,564,214,88,127,86,52
2021-04-15,509,227,111,334,88,27
2021-04-16,478,195,52,321,69,43
2021-04-19,669,213,41,354,86,59
2021-04-20,639,356,78,311,168,43
2021-04-21,619,289,69,273,142,40
2021-04-22,633,274,44,296,165,21
2021-04-23,651,271,60,324,121,46
